No;Brand;Phone Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Quad;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_Speed;Network_Technology;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker;Tests_Audioquality;Tests_Batterynew;Tests_Batteryold;Tests_Camera;Tests_Display;Tests_Loudspeaker;Tests_Performance
45;ZTE;ZTE Blade A36;https://www.gsmarena.com/zte_blade_a36-13966.php;N/A;N/A;10W wired;5000 mAh;N/A;Glass front, plastic frame, plastic back;167.6 x 77.4 x 8.3 mm (6.60 x 3.05 x 0.33 in);Nano-SIM + Nano-SIM;-;5.2, A2DP, LE;N/A;No;GPS, GALILEO, GLONASS;FM radio;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac;N/A;N/A;720 x 1600 pixels, 20:9 ratio (~260 ppi density);6.75 inches, 110.0 cm2 (~84.8% screen-to-body ratio);IPS LCD, 90Hz;N/A;Accelerometer, proximity, compass;2025, June 18;Available. Released 2025, June;N/A;LED flash;N/A;"13 MP, AF
Auxiliary lens";N/A;1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);64GB 4GB RAM;Black, Green, Silver;N/A;About 60 EUR;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55);Unisoc T7200 (12 nm);Mali-G57 MP1;Android 15;N/A;5 MP;Yes;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
46;ZTE;ZTE Blade V70 Max;https://www.gsmarena.com/zte_blade_v70_max-13654.php;N/A;N/A;22.5W wired;6000 mAh;"Drop resistant up to 1.5m
IP54 dust protected and water resistant (water splashes)";N/A;-;Nano-SIM + Nano-SIM;-;5.2, A2DP, LE;N/A;Yes (market/region dependent);GPS, GALILEO, GLONASS;Unspecified;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;720 x 1600 pixels, 20:9 ratio (~254 ppi density);6.9 inches, 114.9 cm2;IPS LCD, 120Hz;N/A;Fingerprint (side-mounted), accelerometer, proximity;2025, February 02;Available. Released 2025, February 15;"50 MP, f/1.8, (wide), PDAF
2 MP
Auxiliary lens";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;N/A;microSDXC (dedicated slot);128GB 6GB RAM, 128GB 8GB RAM;Purple, Green, Pink;N/A;N/A;N/A;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28, 38, 40, 66 - USA;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100 - International;1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - International;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55);Unisoc T606 (12 nm);Mali-G57 MP1;Android 15;N/A;8 MP;Yes;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
47;ZTE;ZTE nubia RedMagic 8 Pro+;https://www.gsmarena.com/zte_nubia_red_magic_8_pro+-12042.php;N/A;N/A;165W wired, PD3.0, 100% in 14 min;Li-Po 5000 mAh;"Pressure sensitive zones (520Hz touch-sensing)
Built-in cooling fan
Aviation aluminum middle frame";Glass front, glass back, aluminum frame;164 x 76.4 x 8.9 mm (6.46 x 3.01 x 0.35 in);Nano-SIM + Nano-SIM;230 g (8.11 oz);5.3, A2DP, LE;N/A;Yes (market/region dependent);GPS (L1+L5), GLONASS, BDS, GALILEO;No;USB Type-C 3.2, OTG, accessory connector, DisplayPort;Wi-Fi 802.11 a/b/g/n/ac/6e, tri-band, Wi-Fi Direct;N/A;Unspecified;1116 x 2480 pixels, 20:9 ratio (~400 ppi density);6.8 inches, 111.6 cm2 (~89.1% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 1300 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2022, December 26;Available. Released 2022, December 28;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.9, 25mm (wide), 1/1.57"", 1.0µm, PDAF
8 MP, f/2.2, 120˚, 13mm (ultrawide), 1/4.0"",  1.12µm
2 MP, f/2.4, (macro)";8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps;UFS 4.0;No;256GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM;Black, Transparent;N/A;About 700 EUR;N/A;CDMA2000 1xEV-DO;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;LTE;SA/NSA;HSPA, LTE, 5G;GSM / CDMA / HSPA / EVDO / LTE / 5G;Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510);Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm);Adreno 740;Android 13, Redmagic OS 6;HDR;16 MP, f/2.0, (wide), 1.12µm, under display;1080p@30/60fps;32-bit/384kHz Hi-Res audio;Yes;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
48;ZTE;ZTE Blade A34;https://www.gsmarena.com/zte_blade_a34-13549.php;N/A;N/A;N/A;5000 mAh;N/A;N/A;164 x 75.8 x 8.8 mm (6.46 x 2.98 x 0.35 in);Nano-SIM + Nano-SIM;-;5.2, A2DP, LE;N/A;No;GPS;Unspecified;USB Type-C 2.0;Wi-Fi 802.11 b/g/n;N/A;N/A;720 x 1612 pixels, 20:9 ratio (~267 ppi density);6.6 inches, 104.6 cm2 (~84.2% screen-to-body ratio);IPS LCD;N/A;Accelerometer;2024, February;Available. Released 2024, March;N/A;LED flash;N/A;8 MP, AF;N/A;1080p@30fps;N/A;microSDXC (dedicated slot);64GB 2GB RAM, 64GB 4GB RAM;Green, Gray;N/A;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;LTE;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55);Unisoc SC9863A (28 nm);IMG8322;Android 13 (Go edition);N/A;5 MP;Yes;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
49;ZTE;ZTE nubia RedMagic 9S Pro+;https://www.gsmarena.com/zte_nubia_red_magic_9s_pro+-13190.php;N/A;N/A;165W wired, PD3.0, 100% in 16 min;Li-Ion 5500 mAh;"Pressure sensitive zones (520Hz touch-sensing)
Built-in cooling fan
Aviation aluminum middle frame
RGB light strip";Glass front (Gorilla Glass 5), aluminum frame, glass back;164 x 76.4 x 8.9 mm (6.46 x 3.01 x 0.35 in);Nano-SIM + Nano-SIM;229 g (8.08 oz);5.2, A2DP, LE;Yes;Yes (market/region dependent);GPS (L1+L5), GLONASS, BDS, GALILEO;No;USB Type-C 3.2 Gen 2, OTG, accessory connector, DisplayPort;Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 5;1116 x 2480 pixels, 20:9 ratio (~400 ppi density);6.8 inches, 111.6 cm2 (~89.1% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 1600 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, July 03;Available. Released 2024, July 09;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.9, (wide), 1/1.57"", 1.0µm, PDAF, OIS
50 MP, f/2.2, (ultrawide), 1/2.76"", 0.64µm
2 MP, f/2.4, (depth)";8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps;UFS 4.0;No;512GB 16GB RAM, 1TB 24GB RAM;Design Sleet (Black Version), Snowfall (Silver Version), Cyclone (Transparent Black Version), Frost (White Version);N/A;About 740 EUR;N/A;CDMA2000 1xEV-DO;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 42, 66;1, 3, 5, 6, 7, 8, 20, 28, 38, 41, 65, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / CDMA / HSPA / EVDO / LTE / 5G;Octa-core (1x3.4 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520);Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm);Adreno 750 (1 GHz);Android 14, Redmagic OS 9.5;HDR;"16 MP, f/2.0, (wide), 1/2.8"", 1.12µm, under display";1080p@30/60fps;"32-bit/384kHz Hi-Res audio
Snapdragon Sound";Yes;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
50;ZTE;ZTE nubia RedMagic Tablet;https://www.gsmarena.com/zte_nubia_red_magic_tablet-12402.php;N/A;N/A;80W wired, 50% in 24 min, 100% in 55 min;Li-Po 10000 mAh;N/A;Glass front, aluminum frame, aluminum back;279.7 x 181.9 x 6.5 mm (11.01 x 7.16 x 0.26 in);Nano-SIM;613 g (1.35 lb);5.3, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless;N/A;Unspecified;GPS, GLONASS, GALILEO, BDS;No;USB Type-C 3.1, OTG, magnetic connector;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;N/A;1600 x 2560 pixels, 16:10 ratio (~249 ppi density);12.1 inches, 424.5 cm2 (~83.4% screen-to-body ratio);IPS LCD, 1B colors, 144Hz, 600 nits (peak);N/A;Accelerometer, gyro, compass, proximity (accessories only);2023, July 05;Available. Released 2023, July 11;N/A;LED flash, HDR, panorama;N/A;13 MP, AF;N/A;1080p@30fps;UFS 3.1;No;256GB 12GB RAM, 512GB 16GB RAM;Black;N/A;About 500 EUR;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;LTE;SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (1x3.0 GHz Cortex-X2 & 3x2.5 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510);Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm);Adreno 730;Android 13, Redmagic OS 8;N/A;16 MP;1080p@30fps;Snapdragon Sound;No;Yes, with stereo speakers (4 speakers);N/A;N/A;N/A;N/A;N/A;N/A;N/A
51;ZTE;ZTE nubia Flip2;https://www.gsmarena.com/zte_nubia_flip2-13625.php;N/A;N/A;33W wired, PD3.0, PPS, QC4+;4325 mAh;Splash resistant;Aluminum alloy frame, glass back;Unfolded: 170 x 76 x 7.2 mmFolded: 87 x 76 x 15.8 mm;Nano-SIM + eSIMNano-SIM + Nano-SIM;193 g (6.81 oz);5.4, A2DP, LE;N/A;Yes;GPS, GLONASS, GALILEO, BDS;No;USB Type-C;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;"Cover display:
OLED, 3 inches, 422 x 682 pixels, 900 nits (peak)";N/A;1188 x 2790 pixels, 21:9 ratio (~443 ppi density);6.9 inches, 108.7 cm2 (~84.2% screen-to-body ratio);Foldable OLED, 1B colors, 120Hz, 1200 nits (HBM);N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2025, January 15;Available. Released 2025, June;"50 MP, f/1.6, (wide), dual pixel PDAF
2 MP, (depth)";Ring LED flash, HDR, panorama;N/A;N/A;N/A;4K, 1080p;N/A;No;128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 512GB 12GB RAM;Night Black, Lilac Purple, Blue, White;A404ZT, NX732J;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;LTE;SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 7300X (4 nm);Mali-G615 MC2;Android 14;N/A;32 MP, (wide);Yes;N/A;No;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
52;ZTE;ZTE nubia RedMagic 7S Pro;https://www.gsmarena.com/zte_nubia_red_magic_7s_pro-11649.php;N/A;N/A;"135W wired, PD3.0, 50% in 5 min, 100% in 15 min (China)
65W wired, PD3.0 (International)";Li-Po 5000 mAh;"Pressure sensitive zones (520Hz touch-sensing)
Built-in cooling fan
Aviation aluminum middle frame";Glass front, glass back, aluminum frame;166.3 x 77.1 x 10 mm (6.55 x 3.04 x 0.39 in);Nano-SIM + Nano-SIM;235 g (8.29 oz);5.2, A2DP, LE, aptX HD, aptX Adaptive;N/A;Yes;GPS (L1+L5), GLONASS, BDS, GALILEO;No;USB Type-C 3.0, OTG, accessory connector;Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 5;1080 x 2400 pixels, 20:9 ratio (~387 ppi density);6.8 inches, 111.6 cm2 (~87.1% screen-to-body ratio);AMOLED, 1B colors (China only), 120Hz, 600 nits;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2022, July 11;Available. Released 2022, July 15;N/A;LED flash, HDR, panorama;N/A;N/A;"64 MP, f/1.8, 26mm (wide), 1/1.97"", 0.7µm, PDAF
8 MP, f/2.2, 120˚, 13mm (ultrawide), 1/4.0"",  1.12µm
2 MP, f/2.4, (macro)";8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps;UFS 3.1;No;256GB 12GB RAM, 512GB 16GB RAM, 512GB 18GB RAM, 1TB 18GB RAM;Obsidian, Supernova, Mercury, Yellow;NX709S;About 780 EUR;N/A;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 66 - China;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 40, 41, 66 - International;1, 3, 5, 7, 8, 20, 28, 38, 41, 77, 78 SA/NSA - International, China;HSPA, LTE, 5G;GSM / CDMA / HSPA / EVDO / LTE / 5G;Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510);Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm);Adreno 730;Android 12, Redmagic 5.5;HDR;16 MP, (wide), under display;1080p@30/60fps;"32-bit/384kHz Hi-Res audio
Snapdragon Sound";Yes;Yes, with stereo speakers;N/A;N/A;N/A;Photo / Video;449 nits max brightness (measured);-24.1 LUFS (Very good);N/A
53;ZTE;ZTE nubia RedMagic 8 Pro;https://www.gsmarena.com/zte_nubia_red_magic_8_pro-12015.php;N/A;N/A;"80W wired, PD3.0, 100% in 35 min - China
65W wired, PD3.0, 100% in 43 min - International";Li-Po 6000 mAh;"Pressure sensitive zones (520Hz touch-sensing)
Built-in cooling fan
Aviation aluminum middle frame";Glass front (Gorilla Glass 5), glass back, aluminum frame;164 x 76.4 x 8.9 mm (6.46 x 3.01 x 0.35 in);Nano-SIM + Nano-SIM;228 g (8.04 oz);5.3, A2DP, LE;N/A;Yes (market/region dependent);GPS (L1+L5), GLONASS, BDS, GALILEO;No;USB Type-C 3.2 (China), 3.1 (International), OTG, accessory connector, DisplayPort;Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 5;1116 x 2480 pixels, 20:9 ratio (~400 ppi density);6.8 inches, 111.6 cm2 (~89.1% screen-to-body ratio);AMOLED, 1B colors (China only), 120Hz, 1300 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2022, December 26;Available. Released 2022, December 28;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.9, 25mm (wide), 1/1.57"", 1.0µm, PDAF
8 MP, f/2.2, 120˚, 13mm (ultrawide), 1/4.0"",  1.12µm
2 MP, f/2.4, (macro)";8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps;UFS 4.0;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 16GB RAM;Black, Transparent;NX729J;About 680 EUR;N/A;CDMA2000 1xEV-DO;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 66;1, 3, 5, 7, 8, 20, 28, 38, 41, 66, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / CDMA / HSPA / EVDO / LTE / 5G;Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510);Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm);Adreno 740;Android 13, Redmagic OS 6;HDR;16 MP, f/2.0, (wide), 1.12µm, under display;1080p@30/60fps;32-bit/384kHz Hi-Res audio;Yes;Yes, with stereo speakers;N/A;N/A;Endurance rating 131h;Photo / Video;821 nits max brightness (measured);-24.1 LUFS (Very good);"AnTuTu: 1288866 (v9)
GeekBench: 5211 (v5.1)
GFXBench: 97fps (ES 3.1 onscreen)"
54;ZTE;ZTE nubia Z70 Ultra;https://www.gsmarena.com/zte_nubia_z70_ultra-13508.php;N/A;N/A;80W wired, PD3.0, QC4;Si/C Li-Ion 6150 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)";Glass front, aluminum frame, glass back;164.3 x 77.1 x 8.6 mm (6.47 x 3.04 x 0.34 in);Nano-SIM + Nano-SIM;228 g (8.04 oz);5.4, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless;Yes;Yes;GPS (L1+L2+L5), GLONASS (G1+G5), BDS (B1I+B1C+B2a+B2b), GALILEO (E1+E5a), QZSS (L1+L5);No;USB Type-C 3.2, OTG;Wi-Fi 802.11 a/b/g/n/ac/6e/7, dual-band, Wi-Fi Direct;N/A;Longxi glass (gen 2);1216 x 2688 pixels (~431 ppi density);6.85 inches, 113.7 cm2 (~89.7% screen-to-body ratio);AMOLED, 1B colors, 144Hz, HDR10, 2000 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, November 21;Available. Released 2024, November 25;N/A;Laser AF, color spectrum sensor, Ring-LED, dual-tone flash, panorama, HDR;N/A;N/A;"50 MP, f/1.6-4.0, 35mm (standard), 1/1.56"", 1.0µm, multi-directional PDAF, OIS
64 MP, f/2.5, 70mm (periscope telephoto), 1/2.0"", 0.7µm, multi-directional PDAF (15cm - ∞), OIS, 2.7x optical zoom (vs. 26mm cam)
50 MP, f/2.0, 13mm, 122˚ (ultrawide), 1/2.88"", 0.61µm, multi-directional PDAF";8K@30fps, 4K@30/60/120fps, 1080p@30/60fps, gyro-EIS, HDR10, 10‑bit video;UFS 4.0;No;256GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM, 1TB 24GB RAM;Black, Gold, Starry Night, Orange;NX733J, NX736J;€ 879.00 / £ 729.00;N/A;CDMA2000 1x;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 34, 39, 40, 41, 38, 42, 66;1, 2, 3, 5, 7, 8, 20, 25, 26, 28, 38, 40, 41, 66, 77, 78 SA/NSA;HSPA, LTE (CA), 5G;GSM / CDMA / HSPA / CDMA2000 / LTE / 5G;Octa-core (2x4.32 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M);Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm);Adreno 830;Android 15, Nebula AIOS;HDR;"16 MP, f/2.5, 24mm (wide), 1/2.8"", 1.12µm, under display";1080p@30fps;"24-bit/192kHz Hi-Res audio
Snapdragon Sound";No;Yes, with stereo speakers;N/A;Active use score 12:59h;N/A;N/A;1382 nits max brightness (measured);-25.9 LUFS (Very good);"AnTuTu: 2701464 (v10)
GeekBench: 9509 (v6)
3DMark: 5918 (Wild Life Extreme)"
55;ZTE;ZTE nubia RedMagic 8S Pro;https://www.gsmarena.com/zte_nubia_red_magic_8s_pro-12398.php;N/A;N/A;"80W wired, PD3.0, 100% in 35 min (China)
65W wired, PD3.0, 100% in 40 min (International)";Li-Po 6000 mAh;"Pressure sensitive zones (520Hz touch-sensing)
Built-in cooling fan
Aviation aluminum middle frame";Glass front (Gorilla Glass 5), glass back, aluminum frame;164 x 76.4 x 9.5 mm (6.46 x 3.01 x 0.37 in);Nano-SIM + Nano-SIM;228 g (8.04 oz);5.3, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless;N/A;Yes (market/region dependent);GPS (L1+L5), GLONASS, BDS, GALILEO;No;USB Type-C 3.2 (China), 3.1 (Global), OTG, accessory connector, DisplayPort;Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 5;1116 x 2480 pixels, 20:9 ratio (~400 ppi density);6.8 inches, 111.6 cm2 (~89.1% screen-to-body ratio);AMOLED, 1B colors (China only), 120Hz, 1300 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2023, June 05;Available. Released 2023, July 11;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.9, 25mm (wide), 1/1.57"", 1.0µm, PDAF
8 MP, f/2.2, 120˚, 13mm (ultrawide), 1/4.0"",  1.12µm
2 MP, f/2.4, (macro)";8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps;UFS 4.0;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM;Midnight, Platinum, Aurora;N/A;About 650 EUR;N/A;1, 3, 5, 7, 8, 20, 28, 66, 77, 78 SA/NSA - China;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 66;1, 3, 5, 7, 8, 20, 28, 38, 41, 66, 77, 78 SA/NSA - International;HSPA, LTE, 5G;GSM / CDMA / HSPA / EVDO / LTE / 5G;Octa-core (1x3.36 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510);Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm);Adreno 740 (719 MHz);Android 13, Redmagic OS 8;HDR;16 MP, f/2.0, (wide), 1.12µm, under display;1080p@30/60fps;"32-bit/384kHz Hi-Res audio
Snapdragon Sound";Yes;Yes, with stereo speakers;N/A;N/A;Endurance rating 132h;Photo / Video;784 nits max brightness (measured);-24.3 LUFS (Very good);"AnTuTu: 1326652 (v9)
GeekBench: 5129 (v5.1)
GFXBench: 60fps (ES 3.1 onscreen)"
56;ZTE;ZTE nubia RedMagic 3;https://www.gsmarena.com/zte_nubia_red_magic_3-9692.php;N/A;N/A;18W wired, QC4;Li-Po 5000 mAh, non-removable;"RGB light panel (on the back)
Pressure sensitive zones
Built-in cooling fan";Glass front (Gorilla Glass 4), aluminum back, aluminum frame;171.7 x 78.5 x 9.7 mm (6.76 x 3.09 x 0.38 in);Nano-SIM + Nano-SIM;215 g (7.58 oz);5.0, A2DP, aptX, LE;N/A;No;GPS (L1+L5), GLONASS, BDS, GALILEO;No;USB Type-C 2.0, OTG, accessory connector;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 4;1080 x 2340 pixels, 19.5:9 ratio (~388 ppi density);6.65 inches, 108.6 cm2 (~80.5% screen-to-body ratio);AMOLED, 90Hz;N/A;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;2019, May. Released 2019, May;Discontinued;N/A;LED flash, HDR, panorama;N/A;"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF";N/A;8K@15fps, 4K@30/60fps, 1920fps;UFS 3.0;No;64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 12GB RAM;Black, Red, Camouflage, Red/Blue;NX629J;About 500 EUR;N/A;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 30, 34, 38, 39, 40, 41, 66 - NA;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 30, 66 - Global;N/A;HSPA 42.2/5.76 Mbps, LTE (7CA) Cat20 2000/150 Mbps;GSM / CDMA / HSPA / EVDO / LTE;Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485);Qualcomm SM8150 Snapdragon 855 (7 nm);Adreno 640;Android 9.0 (Pie), upgradable to Android 10, Redmagic 3.0;HDR;"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm";1080p@30fps;32-bit/384kHz Hi-Res audio;Yes;Yes, with stereo speakers;Noise -96.0dB / Crosstalk -92.4dB;N/A;Endurance rating 112h;Photo / Video;377 nits max brightness (measured);Voice 66dB / Noise 73dB / Ring 86dB;"AnTuTu: 387726 (v7)
GeekBench: 11345 (v4.4)
GFXBench: 37fps (ES 3.1 onscreen)"
57;ZTE;ZTE Axon 60;https://www.gsmarena.com/zte_axon_60-12988.php;N/A;N/A;22.5W wired;5000 mAh;N/A;N/A;166.3 x 77.2 x 8.2 mm (6.55 x 3.04 x 0.32 in);Nano-SIM + Nano-SIM;-;5.2, A2DP, LE;N/A;Yes (market/region dependent);GPS, GALILEO, GLONASS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;1080 x 2400 pixels, 20:9 ratio (~392 ppi density);6.72 inches, 109.0 cm2 (~84.9% screen-to-body ratio);IPS LCD;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2024, May 07;Available. Released 2024, May;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);256GB 6GB RAM, 256GB 8GB RAM;Gold, Black, Purple;Z2356;About 200 EUR;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Unisoc Tiger T616 (12 nm);Mali-G57 MP1;Android 13;N/A;32 MP, f/2.0, (wide);1080p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
