No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Quad;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_Speed;Network_Technology;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker;Tests_Audioquality;Tests_Batterynew;Tests_Batteryold;Tests_Camera;Tests_Display;Tests_Loudspeaker;Tests_Performance
11;Xiaomi;Xiaomi Redmi Note 11 Pro;https://www.gsmarena.com/xiaomi_redmi_note_11_pro-11334.php;N/A;N/A;67W wired, PD3.0, QC3, 51% in 15 min;Li-Po 5000 mAh;"IP53 dust protected and water resistant
(vertical water sprays)";Glass front (Gorilla Glass 5), glass back, plastic frame;164.2 x 76.1 x 8.1 mm (6.46 x 3.00 x 0.32 in);Nano-SIM + Nano-SIM;202 g (7.13 oz);5.1, A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS, BDS, GALILEO;Unspecified;USB Type-C 2.0, OTG;Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 5;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~86.0% screen-to-body ratio);Super AMOLED, 120Hz, 700 nits, 1200 nits (peak);Virtual proximity sensing;Fingerprint (side-mounted), accelerometer, gyro, compass;2022, January 26;Available. Released 2022, February 18;N/A;LED flash, HDR, panorama;"108 MP, f/1.9, 26mm (wide), 1/1.52"", 0.7µm, PDAF
8 MP, f/2.2, 118˚ (ultrawide)
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";N/A;N/A;1080p@30fps;UFS 2.2;microSDXC (uses shared SIM slot);64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM;Graphite Gray (Stealth Black), Polar White (Phantom White), Star Blue;2201116TG, 2201116TI;$ 160.00 / € 229.00 / £ 78.95;1.08 W/kg (head)     1.08 W/kg (body);0.58 W/kg (head)     0.86 W/kg (body);1, 3, 5, 8, 40, 41 - India;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - International;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 26, 28, 32, 38, 40, 41, 66 - International;N/A;HSPA, LTE (CA);GSM / HSPA / LTE;Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek MT6781 Helio G96 (12 nm);Mali-G57 MC2;Android 11, MIUI 13;N/A;"16 MP, f/2.5, (wide), 1/3.06"" 1.0µm";1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes, with stereo speakers;N/A;N/A;Endurance rating 100h;Photo / Video;746 nits max brightness (measured);-24.4 LUFS (Very good);"AnTuTu: 261309 (v8), 319093 (v9)
GeekBench: 1729 (v5.1)
GFXBench: 12fps (ES 3.1 onscreen)"
12;Xiaomi;Xiaomi Redmi Note 13 4G;https://www.gsmarena.com/xiaomi_redmi_note_13_4g-12750.php;N/A;N/A;33W wired, 50% in 29 min, 100% in 70 min;5000 mAh;IP54 dust protected and water resistant (water splashes);Glass front (Gorilla Glass 3), plastic frame, plastic back;162.3 x 75.6 x 8 mm (6.39 x 2.98 x 0.31 in);Nano-SIM + Nano-SIM;188.5 g (6.67 oz);5.1, A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;Unspecified;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass 3;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~87.5% screen-to-body ratio);AMOLED, 120Hz, 960Hz PWM, 1800 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, January 15;Available. Released 2024, January 15;N/A;LED flash, HDR, panorama;N/A;N/A;"108 MP, f/1.8, 24mm (wide), 1/1.67"", 0.64µm, PDAF
8 MP, f/2.2, 120˚, (ultrawide)
2 MP, f/2.4, (macro)";1080p@30fps;UFS 2.2;microSDXC (uses shared SIM slot);128GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM, 256GB 8GB RAM, 512GB 8GB RAM;Midnight Black, Mint Green, Ice Blue, Ocean Sunset;23129RAA4G, 23124RA7EO, 23129RA5FL;$ 145.00 / € 109.99 / £ 94.69;0.98 W/kg (head)     0.49 W/kg (body);0.77 W/kg (head)     0.98 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (4x2.8 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53);Qualcomm SM6225 Snapdragon 685 (6 nm);Adreno 610;Android 13, upgradable to Android 15, up to 3 major Android upgrades, HyperOS 2;N/A;16 MP, f/2.4, (wide);1080p@30fps;N/A;Yes;Yes, with stereo speakers;N/A;Active use score 11:52h;N/A;N/A;1313 nits max brightness (measured);-25.8 LUFS (Very good);"AnTuTu: 316857 (v9), 383407 (v10)

GeekBench: 1817 (v5), 1542 (v6)
3DMark: 137 (Wild Life Extreme)"
13;Xiaomi;Xiaomi Poco X3 Pro;https://www.gsmarena.com/xiaomi_poco_x3_pro-10802.php;N/A;N/A;33W wired, 59% in 30 min, 100% in 59 min;Li-Po 5160 mAh;"IP53 dust protected and water resistant
(vertical water sprays)";Glass front (Gorilla Glass 6), plastic back;165.3 x 76.8 x 9.4 mm (6.51 x 3.02 x 0.37 in);Nano-SIM + Nano-SIM;215 g (7.58 oz);5.0, A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;FM radio, recording;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 6;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~84.6% screen-to-body ratio);IPS LCD, 120Hz, 2404Hz PWM, HDR10, 450 nits (typ);N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2021, March 22;Available. Released 2021, March 24;N/A;Dual-LED flash, HDR, panorama;"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 119˚ (ultrawide), 1.0µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";N/A;N/A;4K@30fps, 1080p@30/60/120/240fps, 1080p@960fps, gyro-EIS;UFS 3.1;microSDXC (uses shared SIM slot);128GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM, 256GB 8GB RAM;Phantom Black, Frost Blue, Metal Bronze;M2102J20SG, M2102J20SI;$ 290.00 / € 140.38 / £ 249.99 / ₹ 10,699;0.99 W/kg (head)     0.67 W/kg (body);0.57 W/kg (head)     0.90 W/kg (body);1, 2, 3, 5, 8, 38, 40, 41 - India;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41 - International;N/A;HSPA, LTE (CA);GSM / HSPA / LTE;Octa-core (1x2.96 GHz Kryo 485 Gold & 3x2.42 GHz Kryo 485 Gold & 4x1.78 GHz Kryo 485 Silver);Qualcomm Snapdragon 860 (7 nm);Adreno 640;Android 11, upgradable to Android 12, MIUI 13 for POCO;HDR, panorama;"20 MP, f/2.2, (wide), 1/3.4"", 0.8µm";1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes, with stereo speakers;N/A;N/A;Endurance rating 112h;Photo / Video;Contrast ratio: 1401:1 (nominal);-26.1 LUFS (Good);"AnTuTu: 453223 (v8)
GeekBench: 2574 (v5.1)
GFXBench: 38fps (ES 3.1 onscreen)"
14;Xiaomi;Xiaomi 15S Pro;https://www.gsmarena.com/xiaomi_15s_pro_5g-13895.php;N/A;N/A;"90W wired, PD3.0
50W wireless
10W reverse wireless";Si/C Li-Ion 6100 mAh;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);N/A;161.3 x 75.3 x 8.3 mm (6.35 x 2.96 x 0.33 in);Nano-SIM + Nano-SIM;216 g (7.62 oz);5.4, A2DP, LE, aptX HD, aptX Adaptive, LHDC 5;Yes;Yes;GPS (L1+L5), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), GLONASS;No;USB Type-C 3.2 Gen2, Display Port, OTG;Wi-Fi 802.11 a/b/g/n/ac/6e/7, dual-band, Wi-Fi Direct;N/A;Shatterproof glass (2024 gen);1440 x 3200 pixels, 20:9 ratio (~521 ppi density);6.73 inches, 109.4 cm2 (~90.0% screen-to-body ratio);LTPO AMOLED, 68B colors, 120Hz, 1920Hz PWM, Dolby Vision, HDR10+, HDR Vivid, 3200 nits (peak);UWB support;Fingerprint (under display, ultrasonic), accelerometer, proximity, gyro, compass, barometer;2025, May 22;Available. Released 2025, May 22;N/A;Laser AF, color spectrum sensor, Leica lens, Dual-LED dual-tone flash, HDR, panorama;N/A;N/A;"50 MP, f/1.4, 23mm (wide), 1/1.31"", 1.2µm, dual pixel PDAF, OIS
50 MP, f/2.5, 120mm (periscope telephoto), PDAF (30cm - ∞), OIS, 5x optical zoom
50 MP, f/2.2, 14mm, 115˚ (ultrawide), AF";8K@24fps (HDR), 4K@30/60fps (HDR10+, 10-bit Dolby Vision HDR, 10-bit LOG), 1080p@30/60/120/240/960fps, gyro-EIS;UFS 4.1;No;512GB 16GB RAM, 1TB 16GB RAM;Black, Blue;N/A;About 680 EUR;N/A;N/A;CDMA2000 1xEV-DO;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 42, 48, 66;1, 2, 3, 5, 7, 8, 12, 20, 26, 28, 38, 40, 41, 48, 66, 77, 78, 79 SA/NSA;HSPA, LTE, 5G;GSM / CDMA / HSPA / EVDO / LTE / 5G;10-core (2x3.9GHz Cortex-X925 & 4x3.4GHz Cortex-A725 & 2x1.9GHz Cortex-A725 & 2x1.8GHz Cortex-A520);Xring O1 (3 nm);Immortalis-G925 MP16;Android 15, HyperOS 2;HDR, panorama;32 MP, f/2.0, 22mm (wide), 0.7µm;4K@30/60fps, 1080p@30/60fps, gyro-EIS;24-bit/192kHz Hi-Res & Hi-Res wireless audio;No;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
15;Xiaomi;Xiaomi Mi 11 Ultra;https://www.gsmarena.com/xiaomi_mi_11_ultra-10737.php;N/A;N/A;"67W wired, PD3.0, QC4, 100% in 36 min
67W wireless, 100% in 39 min
10W reverse wireless";Li-Po 5000 mAh;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front (Gorilla Glass Victus), ceramic back, aluminum frame;164.3 x 74.6 x 8.4 mm (6.47 x 2.94 x 0.33 in);Nano-SIM + Nano-SIM;234 g (8.25 oz);5.2, A2DP, LE, aptX HD, aptX Adaptive;Yes;Yes;GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5);No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct, DLNA;N/A;Corning Gorilla Glass Victus;1440 x 3200 pixels, 20:9 ratio (~515 ppi density);6.81 inches, 112.0 cm2 (~91.4% screen-to-body ratio);AMOLED, 1B colors, 120Hz, HDR10+, Dolby Vision, 900 nits (HBM), 1700 nits (peak);Virtual proximity sensing;Fingerprint (under display, optical), accelerometer, gyro, compass;2021, March 29;Available. Released 2021, April 02;N/A;Laser AF, color spectrum sensor, Dual-LED flash, HDR, panorama, 1.1” AMOLED selfie display;N/A;N/A;"50 MP, f/2.0, 24mm (wide), 1/1.12"", 1.4µm, dual pixel PDAF, OIS
48 MP, f/4.1, 120mm (periscope telephoto), 1/2.0"", 0.8µm, PDAF, OIS, 5x optical zoom
48 MP, f/2.2, 12mm, 128˚ (ultrawide), 1/2.0"", 0.8µm, PDAF";8K@24fps, 4K@30/60fps, 1080p@30/60/120/240/960/1920fps, gyro-EIS, HDR10+ rec.;UFS 3.1;No;256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Ceramic White (Cosmic White), Ceramic Black (Cosmic Black);M2102K1G, M2102K1C;About 1500 EUR;1.08 W/kg (head)     0.81 W/kg (body);0.55 W/kg (head)     0.99 W/kg (body);1, 3, 28, 41, 77, 78, 79 SA/NSA - China;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 32, 38, 40, 41, 42, 66 - International;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78, 79 SA/NSA - International;HSPA, LTE, 5G;GSM / CDMA / HSPA / EVDO / LTE / 5G;Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55);Qualcomm SM8350 Snapdragon 888 5G (5 nm);Adreno 660;Android 11, upgradable to Android 13, MIUI 14;HDR, panorama;"20 MP, f/2.2, 27mm (wide), 1/3.4"", 0.8µm";1080p@30/60fps, 720p@120fps, gyro-EIS;"24-bit/192kHz Hi-Res audio
Tuned by Harman Kardon
Snapdragon Sound";No;Yes, with stereo speakers;N/A;N/A;Endurance rating 95h;Photo / Video;943 nits max brightness (measured);-24.3 LUFS (Very good);"AnTuTu: 688720 (v8)
GeekBench: 3191 (v5.1)
GFXBench: 33fps (ES 3.1 onscreen)"
16;Xiaomi;Xiaomi Redmi Note 8 Pro;https://www.gsmarena.com/xiaomi_redmi_note_8_pro-9812.php;N/A;N/A;18W wired;Li-Po 4500 mAh, non-removable;N/A;Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame;161.4 x 76.4 x 8.8 mm (6.35 x 3.01 x 0.35 in);Nano-SIM + Nano-SIM;200 g (7.05 oz);5.0, A2DP, LE;Yes;Yes;GPS, GLONASS, GALILEO, BDS;FM radio, recording;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 5;1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density);6.53 inches, 104.7 cm2 (~84.9% screen-to-body ratio);IPS LCD, HDR, 500 nits (typ);N/A;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;2019, August 29. Released 2019, September 24;Discontinued;N/A;LED flash, HDR, panorama;"64 MP, f/1.9, 26mm (wide), 1/1.72"", 0.8µm, PDAF
8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";N/A;N/A;4K@30fps, 1080p@30/60/120fps, 720p@960fps, gyro-EIS;UFS 2.1;microSDXC (uses shared SIM slot);64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Black, Red, Blue, White, Deep Sea Blue, Midnight Blue, Electric Blue, Twilight Orange;2015105, M1906G7I, M1906G7G;About 220 EUR;1.15 W/kg (head)     1.18 W/kg (body);1.00 W/kg (head)     1.47 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek MT6785V/CC Helio G90T (12 nm);Mali-G76 MC4;Android 9.0 (Pie), upgradable to Android 11, MIUI 12.5;HDR, panorama;"20 MP, f/2.0, (wide), 1/3"", 0.9µm";1080p@30fps;N/A;Yes;Yes;Noise -93.6dB / Crosstalk -91.9dB;N/A;Endurance rating 114h;Photo / Video;1326:1 contrast ratio, 640 nits max brightness (measured);Voice 64dB / Noise 71dB / Ring 82dB;"AnTuTu: 224759 (v7), 279355 (v8)
GeekBench: 6999 (v4.4), 1622 (v5.1)
GFXBench: 14fps (ES 3.1 onscreen)"
17;Xiaomi;Xiaomi Redmi 14C;https://www.gsmarena.com/xiaomi_redmi_14c-13291.php;N/A;N/A;18W wired, PD;5160 mAh;Dust and splash resistant;Glass front (Gorilla Glass 3), plastic frame, glass back or silicone polymer (eco leather) back;171.9 x 77.8 x 8.2 mm (6.77 x 3.06 x 0.32 in);Nano-SIM + Nano-SIM;204 / 207 / 211 g (7.20 oz);5.4, A2DP, LE;N/A;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;Display;Corning Gorilla Glass 3;720 x 1640 pixels (~260 ppi density);6.88 inches, 112.4 cm2 (~84.0% screen-to-body ratio);IPS LCD, 120Hz, 450 nits (typ), 600 nits (HBM);Virtual proximity sensing;Fingerprint (side-mounted), accelerometer, compass;2024, August 30;Available. Released 2024, August 30;"50 MP, f/1.8, 28mm (wide), 1/2.96"", PDAF
or
50 MP, f/1.8, 28mm (wide), 1/2.76"", 0.64µm, PDAF
QVGA, f/3.0";LED flash, HDR;N/A;N/A;N/A;1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 4GB RAM, 256GB 8GB RAM;Midnight Black, Sage Green, Dreamy Purple, Starry Blue;2411DRN47C, 2409BRN2CA, 2409BRN2CG, 2409BRN2CY;$ 114.00 / € 89.99 / £ 76.56;N/A;0.99 W/kg (head)     0.90 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mediatek Helio G81 Ultra (12 nm);Mali-G52 MC2;Android 14, HyperOS;HDR;"13 MP, f/2.0, (wide), 1/3.06""";1080p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
18;Xiaomi;Xiaomi Poco X7 Pro;https://www.gsmarena.com/xiaomi_poco_x7_pro-13582.php;N/A;N/A;"90W wired, PD3.0, QC3+, 100% in 42 min
Reverse wired";Si/C Li-Ion 6000 mAh (Global)Si/C Li-Ion 6550 mAh (India only);"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)
Manufacturer-rated water-resistance (up to 2m for 48 h) - India only
IP69 (market/region dependent)";Glass front (Gorilla Glass 7i), plastic back, silicone polymer back (eco leather);160.8 x 75.2 x 8.3 mm (6.33 x 2.96 x 0.33 in);Nano-SIM + Nano-SIM;195 g or 198 g (6.88 oz);5.4/6.0, A2DP, LE, aptX HD;Yes;Yes (market/region dependent);GPS (L1+L5), GLONASS (G1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), NavIC (L5);No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 7i;1220 x 2712 pixels, 20:9 ratio (~446 ppi density);6.67 inches, 107.4 cm2 (~88.8% screen-to-body ratio);AMOLED, 68B colors, 120Hz, 1920Hz PWM, Dolby Vision, HDR10+, 1400 nits (HBM), 3200 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, January 09;Available. Released 2025, January 09;"50 MP, f/1.5, 26mm (wide), 1/1.95"", 0.8µm, PDAF, OIS
8 MP, f/2.2, 15mm (ultrawide), 1/4.0"", 1.12µm";LED flash, HDR, panorama;N/A;N/A;N/A;4K@24/30/60fps, 1080p@30/60/120/240/960fps, HDR10+, gyro-EIS, OIS;UFS 4.0;No;256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Black/Yellow, White, Green, Red (Iron Man Edition);2412DPC0AG, 2412DPC0AI;$ 370.00 / € 259.98 / £ 249.99 / ₹ 25,890;1.09 W/kg (head)     1.08 W/kg (body);0.99 W/kg (head)     0.99 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41, 42, 48, 66;1, 2, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 48, 66, 77, 78 SA/NSA/Sub6;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (1x3.25 GHz Cortex-A725 & 3x3.0 GHz Cortex-A725 & 4x2.1 GHz Cortex-A725);Mediatek Dimensity 8400 Ultra (4 nm);Mali-G720 MC7;Android 15, HyperOS 2;N/A;"20 MP, f/2.2, 25mm (wide), 1/4.0"", 0.7µm";1080p@30fps;24-bit/192kHz Hi-Res & Hi-Res Wireless audio;No;Yes, with stereo speakers;N/A;Active use score 12:43h;N/A;N/A;1265 nits max brightness (measured);-24.7 LUFS (Very good);"AnTuTu: 1568331 (v10)
GeekBench: 6311 (v6)
3DMark: 3880 (Wild Life Extreme)"
19;Xiaomi;Xiaomi Poco F7 Ultra;https://www.gsmarena.com/xiaomi_poco_f7_ultra-13723.php;N/A;N/A;"120W wired, PD3.0, QC3+, 100% in 34 min
50W wireless";5300 mAh;IP68 dust tight and water resistant (immersible up to 2.5m for 30 min);Glass front (Shield Glass), glass back, aluminum frame;160.3 x 75 x 8.4 mm (6.31 x 2.95 x 0.33 in);Nano-SIM + Nano-SIM;212 g (7.48 oz);6.0, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless, LHDC 5;Yes;Yes;GPS (L1+L5), GLONASS (G1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5);No;USB Type-C, OTG;Wi-Fi 802.11 a/b/g/n/ac/6e/7, dual-band, Wi-Fi Direct;N/A;Poco Shield Glass;1440 x 3200 pixels, 20:9 ratio (~526 ppi density);6.67 inches, 107.4 cm2 (~89.3% screen-to-body ratio);AMOLED, 68B colors, 120Hz, 3840Hz PWM, Dolby Vision, HDR10+, 1800 nits (HBM), 3200 nits (peak);N/A;Fingerprint (under display, ultrasonic), accelerometer, proximity, gyro, compass;2025, March 27;Available. Released 2025, March 27;N/A;Color spectrum sensor, LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.6, 24mm (wide), 1/1.55"", 1.0µm, multi-directional PDAF, OIS
50 MP, f/2.0, 60mm (telephoto), 1/2.76"", 0.64µm, multi-directional PDAF (10cm - ∞), OIS, 2.5x optical zoom
32 MP, f/2.2, 15mm, 120˚ (ultrawide), 1/3.42"", 0.64µm";8K@24fps, 4K@24/30/60fps, 1080p@30/60/120/240/960fps, 720p@1920fps, gyro-EIS;UFS 4.1;No;256GB 12GB RAM, 512GB 16GB RAM;Black, Yellow;24122RKC7G;$ 799.99 / € 596.71 / £ 558.00;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 2100;1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41, 42, 48, 66;1, 2, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 48, 66, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (2x4.32 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M);Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm);Adreno 830;Android 15, HyperOS 2;HDR;"32 MP, f/2.0, 24mm, (wide), 1/3.42"", 0.64µm";1080p@30/60fps, gyro-EIS;"24-bit/192kHz Hi-Res & Hi-Res Wireless audio
Snapdragon Sound";No;Yes, with stereo speakers;N/A;Active use score 13:32h;N/A;N/A;1506 nits max brightness (measured);-24.7 LUFS (Very good);"AnTuTu: 2580520 (v10)
GeekBench: 8887 (v6)
3DMark: 6204 (Wild Life Extreme)"
20;Xiaomi;Xiaomi Redmi 12;https://www.gsmarena.com/xiaomi_redmi_12-12328.php;N/A;N/A;18W wired, PD;Li-Po 5000 mAh;"IP53 dust protected and water resistant
(vertical water sprays)";Glass front, plastic frame, glass back;168.6 x 76.3 x 8.2 mm (6.64 x 3.00 x 0.32 in);Nano-SIM + Nano-SIM;198.5 g (7.02 oz);5.3, A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS, BDS, GALILEO;FM radio;USB Type-C;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;1080 x 2460 pixels (~396 ppi density);6.79 inches, 109.5 cm2 (~85.1% screen-to-body ratio);IPS LCD, 90Hz, 550 nits (peak);N/A;Fingerprint (side-mounted), accelerometer, compass;2023, June 15;Available. Released 2023, June 15;N/A;LED flash, HDR;N/A;N/A;"50 MP, f/1.8, (wide), PDAF
8 MP, f/2.2, 120˚ (ultrawide)
2 MP, f/2.4, (macro)";1080p@30fps;eMMC 5.1;microSDXC (uses shared SIM slot);128GB 2GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 4GB RAM, 256GB 8GB RAM;Midnight Black, Sky Blue, Polar Silver, Moonstone Silver;23053RN02A, 23053RN02Y, 23053RN02I, 23053RN02L, 23077RABDC;$ 139.99 / € 104.73 / £ 89.88 / ₹ 10,990;1.09 W/kg (head)     1.06 W/kg (body);0.99 W/kg (head)     0.99 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mediatek MT6769H Helio G88 (12 nm);Mali-G52 MC2;Android 13, upgradable to Android 14, HyperOS;N/A;8 MP, f/2.1, (wide);1080p@30fps;N/A;Yes;Yes;N/A;N/A;Endurance rating 117h;Photo / Video;1507:1 contrast ratio, 541 nits max brightness (measured);-29.9 LUFS (Average);"AnTuTu: 258006 (v9)
GeekBench: 1303 (v5.1), 1380 (v6)
GFXBench: 9fps (ES 3.1 onscreen)"
