No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Quad;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_Speed;Network_Technology;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker;Tests_Audioquality;Tests_Batterynew;Tests_Batteryold;Tests_Camera;Tests_Display;Tests_Loudspeaker;Tests_Performance
42;Realme;Realme C75;https://www.gsmarena.com/realme_c75_5g-13837.php;N/A;N/A;"45W wired
5W reverse wired";Li-Po 6000 mAh;"IP64 dust tight and water resistant (water splashes)
Drop resistant up to 2m
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";N/A;165.7 x 76.2 x 7.9 mm (6.52 x 3.00 x 0.31 in);Nano-SIM + Nano-SIM;190 g (6.70 oz);5.3, A2DP, LE;N/A;No;GPS, GALILEO, GLONASS, QZSS, BDS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;720 x 1604 pixels, 20:9 ratio (~264 ppi density);6.67 inches, 107.2 cm2 (~84.9% screen-to-body ratio);IPS LCD, 120Hz, 625 nits;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2025, May 02;Available. Released 2025, May 08;N/A;LED flash, panorama;N/A;"32 MP, f/1.8, 27mm (wide), 1/3.1"", PDAF";N/A;1080p@30fps;N/A;microSDXC (uses shared SIM slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;Midnight Lily, Purple Blossom, Lily White;RMX3943;About 140 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6300 (6 nm);Mali-G57 MC2;Android 15, Realme UI 6.0;Panorama;8 MP, f/2.0, (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
43;Realme;Realme C71;https://www.gsmarena.com/realme_c71-13931.php;N/A;N/A;"45W wired, 50% in 36 min
6W reverse wired";6000 mAh - Europe6300 mAh - Asia;"Dust tight and water resistant (water splashes)
Drop resistant up to 1.5m
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";N/A;165.8 x 75.9 x 7.8 mm (6.53 x 2.99 x 0.31 in);Nano-SIM + Nano-SIM;196 g (6.91 oz);5.2, A2DP, LE;N/A;Yes;GPS, GALILEO, GLONASS, BDS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;720 x 1604 pixels, 20:9 ratio (~264 ppi density);6.67 inches, 107.2 cm2 (~85.2% screen-to-body ratio);IPS LCD, 120Hz, 725 nits (peak);N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2025, June 02;Available. Released 2025, June 02;N/A;LED flash, panorama;N/A;50 MP, f/1.8, 27mm (wide), PDAF;N/A;1080p@30fps;N/A;microSDXC;64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 256GB 8GB RAM;Midnight Lily, Lily White;RMX5303;About 120 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x1.8 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55);Unisoc T7250 (12 nm);Mali-G57 MP1;Android 15, Realme UI 6.0;N/A;5 MP, f/2.2, (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
44;Realme;Realme 5i;https://www.gsmarena.com/realme_5i-10010.php;N/A;N/A;10W wired;5000 mAh;N/A;Glass front (Gorilla Glass), plastic back, plastic frame;164.4 x 75 x 9.3 mm (6.47 x 2.95 x 0.37 in);Nano-SIM + Nano-SIM;195 g (6.88 oz);5.0, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO, BDS;FM radio;microUSB 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass (unspecified);720 x 1600 pixels, 20:9 ratio (~269 ppi density);6.52 inches, 102.6 cm2 (~83.2% screen-to-body ratio);IPS LCD;N/A;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;2020, January 06;Available. Released 2020, January;N/A;LED flash, HDR, panorama;"12 MP, f/1.8, (wide), 1/2.9"", 1.25µm, PDAF
8 MP, f/2.3, 13mm (ultrawide)
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";N/A;N/A;4K@30fps, 1080p@30fps, gyro-EIS;eMMC;microSDXC (dedicated slot);32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM;Blue, Green;RMX2030, RMX2032;About 170 EUR;N/A;N/A;1, 3, 5, 8, 38, 40, 41 - India;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - Global;N/A;HSPA, LTE (2CA) 450/50 Mbps;GSM / HSPA / LTE;Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver);Qualcomm SDM665 Snapdragon 665 (11 nm);Adreno 610;Android 9.0 (Pie), upgradable to Android 10, Realme UI;HDR, panorama;8 MP, f/2.0;1080p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
45;Realme;Realme Narzo 80x;https://www.gsmarena.com/realme_narzo_80x_5g-13771.php;N/A;N/A;"45W wired
5W reverse wired";6000 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 2m for 30 min)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";N/A;165.7 x 76.2 x 7.9 mm (6.52 x 3.00 x 0.31 in);Nano-SIM + Nano-SIM;197 g (6.95 oz);5.3, A2DP, LE;N/A;No;GPS, GALILEO, GLONASS, QZSS, BDS;Unspecified;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;ArmorShell glass;1080 x 2400 pixels, 20:9 ratio (~392 ppi density);6.72 inches, 109.0 cm2 (~86.3% screen-to-body ratio);IPS LCD, 120Hz, 950 nits (peak);N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2025, April 09;Available. Released 2025, April 11;"50 MP, f/1.8, 27mm (wide), 2.88"", 0.61µm, PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30/60fps;N/A;microSDXC (uses shared SIM slot);128GB 6GB RAM, 128GB 8GB RAM;Deep Ocean, Sunlit Gold;N/A;₹ 12,999;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core 2.5 GHz;Mediatek Dimensity 6400 (6 nm);Mali-G57 MC2;Android 15, Realme UI 6.0;Panorama;Yes;1080p@30fps;24-bit/192kHz Hi-Res audio;No;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
46;Realme;Realme Narzo 70 Turbo;https://www.gsmarena.com/realme_narzo_70_turbo-13294.php;N/A;N/A;45W wired, 50% in 30 min;5000 mAh;IP65 dust tight and water resistant (low pressure water jets);N/A;161.7 x 74.7 x 7.6 mm (6.37 x 2.94 x 0.30 in);Nano-SIM + Nano-SIM;185 g (6.53 oz);5.4, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;HDR image support;N/A;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~88.9% screen-to-body ratio);OLED, 120Hz, HDR, 600 nits (typ), 2000 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, September 09;Available. Released 2024, September 16;"50 MP, f/1.8, 27mm (wide), PDAF
2 MP, f/2.4, (depth)
Auxiliary lens (flicker sensor)";LED flash, HDR, panorama;N/A;N/A;N/A;4K@30fps, 1080p@30/60/120fps, gyro-EIS;UFS 3.1;microSDXC (uses shared SIM slot);128GB 6GB RAM, 128GB 8GB RAM, 256GB 12GB RAM;Turbo Yellow, Turbo Green, Turbo Purple;N/A;₹ 13,999;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 7300 Energy (4 nm);Mali-G615 MC2;Android 14, Realme UI 5.0;Panorama;16 MP, f/2.4, (wide);1080p@30fps;N/A;Yes;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
47;Realme;Realme 8i;https://www.gsmarena.com/realme_8i-11069.php;N/A;N/A;18W wired;5000 mAh;N/A;Glass front, plastic frame, plastic back;164.1 x 75.5 x 8.5 mm (6.46 x 2.97 x 0.33 in);Nano-SIM + Nano-SIM;194 g (6.84 oz);5.1, A2DP, LE;N/A;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;1080 x 2412 pixels, 20:9 ratio (~400 ppi density);6.6 inches, 104.8 cm2 (~84.6% screen-to-body ratio);IPS LCD, 120Hz, 600 nits (peak);N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2021, September 09;Available. Released 2021, September 14;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, 26mm (wide), 1/2.76"", 0.64µm, PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";1080p@30fps;UFS 2.1;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;Space Black, Space Purple;RMX3151;$ 439.00 / ₹ 9,950;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek MT6781 Helio G96 (12 nm);Mali-G57 MC2;Android 11, Realme UI 2.0;Panorama;"16 MP, f/2.1, (wide), 1/3.0"", 1.0µm";1080p@30fps;N/A;Yes;Yes;N/A;N/A;Endurance rating 131h;Photo / Video;1244:1 contrast ratio, 540 nits max brightness (measured);-28.4 LUFS (Average);N/A
48;Realme;Realme 5;https://www.gsmarena.com/realme_5-9802.php;N/A;N/A;10W wired;5000 mAh, non-removable;Weather-sealed ports & loudspeaker;Glass front (Gorilla Glass 3+), plastic back, plastic frame;164.4 x 75.6 x 9.3 mm (6.47 x 2.98 x 0.37 in);Nano-SIM + Nano-SIM;198 g (6.98 oz);5.0, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO, BDS;FM radio;microUSB 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 3+;720 x 1600 pixels, 20:9 ratio (~269 ppi density);6.5 inches, 102.8 cm2 (~82.7% screen-to-body ratio);IPS LCD;N/A;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;2019, August 20. Released 2019, August;Discontinued;N/A;LED flash, HDR, panorama;"12 MP, f/1.8, (wide), 1/2.9"", 1.25µm, PDAF
8 MP, f/2.2, 13mm (ultrawide)
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";N/A;N/A;4K@30fps, 1080p@30fps, gyro-EIS;eMMC;microSDXC (dedicated slot);32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM;Crystal Purple, Crystal Blue;RMX1911, RMX1919, RMX1927;About 190 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;N/A;HSPA, LTE (2CA) 450/50 Mbps;GSM / HSPA / LTE;Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver);Qualcomm SDM665 Snapdragon 665 (11 nm);Adreno 610;Android 9.0 (Pie), upgradable to Android 10, Realme UI;HDR, panorama;"13 MP, f/2.0, 26mm (wide), 1/3.1"", 1.12µm";1080p@30fps;N/A;Yes;Yes;N/A;N/A;Endurance rating 144h;Photo / Video;1406:1 contrast ratio, 485 nits max brightness (measured);Voice 66dB / Noise 73dB / Ring 89dB;"AnTuTu: 139516 (v7)
GeekBench: 5707 (v4.4)
GFXBench: 13fps (ES 3.1 onscreen)"
49;Realme;Realme Note 60;https://www.gsmarena.com/realme_note_60-13283.php;N/A;N/A;10W wired;5000 mAh;"IP64 dust tight and water resistant (water splashes)
Die-cast aluminum chassis";Glass front, plastic frame, plastic back;167.3 x 76.7 x 7.8 mm (6.59 x 3.02 x 0.31 in);Nano-SIM + Nano-SIM;187 g (6.60 oz);5.0, A2DP, LE;N/A;No;GPS, GALILEO, GLONASS, BDS;Unspecified;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Reinforced glass;720 x 1600 pixels, 20:9 ratio (~260 ppi density);6.74 inches, 109.7 cm2 (~85.5% screen-to-body ratio);IPS LCD, 90Hz, 450 nits (typ), 560 nits (HBM);N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2024, August 30;Available. Released 2024, August 30;N/A;LED flash, panorama;N/A;"32 MP, f/1.8, (wide), PDAF
Auxiliary lens";N/A;1080p@30fps;N/A;microSDXC (dedicated slot);64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 256GB 4GB RAM, 256GB 8GB RAM;Voyage Blue, Marble Black;RMX3933;$ 254.55 / € 66.99 / £ 79.00;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;1, 3, 5, 8, 40;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Unisoc Tiger T612 (12 nm);Mali-G57;Android 14, Realme UI;N/A;5 MP, (wide);720p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
50;Realme;Realme C67 4G;https://www.gsmarena.com/realme_c67_4g-12741.php;N/A;N/A;33W wired;5000 mAh;IP54 dust protected and water resistant (water splashes);N/A;164.6 x 75.4 x 7.6 mm (6.48 x 2.97 x 0.30 in);Nano-SIM + Nano-SIM;185 g (6.53 oz);5.0, A2DP, LE;N/A;Yes, 360˚;GPS, GALILEO, GLONASS, QZSS, BDS;Unspecified;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;1080 x 2400 pixels, 20:9 ratio (~392 ppi density);6.72 inches, 109.0 cm2 (~87.8% screen-to-body ratio);IPS LCD, 90Hz, 800 nits (typ), 950 nits (HBM);N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2023, December 19;Available. Released 2023, December 19;"108 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps, gyro-EIS;N/A;microSDXC (dedicated slot);128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Sunny Oasis, Black Rock;RMX3890;About 160 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (4x2.8 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53);Qualcomm SM6225 Snapdragon 685 (6 nm);Adreno 610;Android 14, Realme UI;N/A;8 MP, f/2.1, (wide);1080p@30fps;N/A;Yes;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
51;Realme;Realme P2 Pro;https://www.gsmarena.com/realme_p2_pro-13332.php;N/A;N/A;80W wired, 50% in 19 min, 100% in 49 min;5200 mAh;IP65 dust tight and water resistant (low pressure water jets);N/A;161.3 x 73.9 x 8.2 mm (6.35 x 2.91 x 0.32 in);Nano-SIM + Nano-SIM;180 g (6.35 oz);5.2, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;N/A;1080 x 2412 pixels, 20:9 ratio (~394 ppi density);6.7 inches, 108.0 cm2 (~90.6% screen-to-body ratio);OLED, 1B colors, 120Hz, 600 nits (typ), 1200 nits (HBM), 2000 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, September 13;Available. Released 2024, September 17;"50 MP, f/1.9, 26mm (wide), 1/1.95"", PDAF, OIS
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm";LED flash, HDR, panorama;N/A;N/A;N/A;4K@30fps, 1080p@30/60/120fps, gyro-EIS, OIS;N/A;No;128GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Parrot Green, Eagle Grey;N/A;₹ 17,490;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (4x2.40 GHz Cortex-A78 & 4x1.95 GHz Cortex-A55);Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm);Adreno 710;Android 14, Realme UI 5.0;N/A;"32 MP, f/2.5, 21mm (wide), 1/2.74"", 0.8µm";4K@30fps, 1080p@30fps;N/A;No;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
52;Realme;Realme GT 7 Pro;https://www.gsmarena.com/realme_gt_7_pro-13470.php;N/A;N/A;"120W wired, 13 min to 50%, 37 min to 100%
120W wired, 30 min to 100% - India only version";Si/C Li-Ion 6500 mAh (Global)Si/C Li-Ion 5800 mAh (India only);"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 2m for 30 min)";Glass front (Gorilla Glass 7i), aluminum frame, glass back (Panda Glass);162.5 x 76.9 x 8.6 mm (6.40 x 3.03 x 0.34 in);Nano-SIM + Nano-SIM;222.8 g  (7.87 oz);5.4, A2DP, LE;Yes;Yes, 360˚;GPS (L1+L5), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5), GLONASS;No;USB Type-C;Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band;N/A;Corning Gorilla Glass 7i;1264 x 2780 pixels (~450 ppi density);6.78 inches, 111.7 cm2 (~89.4% screen-to-body ratio);LTPO AMOLED, 1B colors, 120Hz, 2600Hz PWM, HDR10+, Dolby Vision, 1000 nits (typ), 2000 nits (HBM), 6500 nits (peak);N/A;Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass;2024, November 04;Available. Released 2024, November 04;N/A;Color spectrum sensor, Dual-LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS
50 MP, f/2.7, 73mm (telephoto), 1/1.95"", 0.8µm, multi-directional PDAF, OIS, 3x optical zoom
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm";8K@24fps, 4K@30/60fps, 1080p@30/60/120/240fps, gyro-EIS;UFS 4.0;No;256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM;Mars Orange, Galaxy Grey, White;RMX5010, RMX5011;$ 1,155.00 / € 509.00 / ₹ 50,999;N/A;N/A;1, 3, 5, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA - China;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66 - International;1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA - International;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (2x4.32 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M);Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm);Adreno 830;Android 15, up to 3 major Android upgrades, Realme UI 6.0;Panorama;"16 MP, f/2.5, 25mm (wide), 1/3.09"", 1.0µm";1080p@30/60fps;N/A;No;Yes, with stereo speakers;N/A;Active use score 17:31h;N/A;N/A;2336 nits max brightness (measured);-25.3 LUFS (Very good);"AnTuTu: 2746604 (v10)
GeekBench: 9509 (v6)
3DMark: 6360 (Wild Life Extreme)"
53;Realme;Realme 12 Pro+;https://www.gsmarena.com/realme_12_pro+-12804.php;N/A;N/A;67W wired, 50% in 19 min;5000 mAh;IP65 dust tight and water resistant (low pressure water jets);N/A;161.5 x 74 x 8.8 mm (6.36 x 2.91 x 0.35 in);Nano-SIM + Nano-SIM;196 g (6.91 oz);5.2, A2DP, LE;N/A;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;N/A;1080 x 2412 pixels, 20:9 ratio (~394 ppi density);6.7 inches, 108.0 cm2 (~90.4% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 800 nits (HBM), 950 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, January 29;Available. Released 2024, January 29;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS
64 MP, f/2.8, 71mm, (periscope telephoto), 1/2.0"", 0.7µm, PDAF, OIS, 3x optical zoom
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm";4K@30fps, 1080p@30/60/120fps, gyro-EIS;N/A;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Submarine Blue, Navigator Beige, Explorer Red;RMX3840, RMX3841;$ 569.00 / € 299.00 / £ 259.99 / ₹ 27,985;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (4x2.40 GHz Cortex-A78 & 4x1.95 GHz Cortex-A55);Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm);Adreno 710;Android 14, Realme UI 5.0;N/A;32 MP, f/2.4, 22mm (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;No;Yes, with stereo speakers;N/A;Active use score 13:24h;N/A;N/A;802 nits max brightness (measured);-26.0 LUFS (Very good);"AnTuTu: 534782 (v9), 660920 (v10)

GeekBench: 2732 (v5), 2769 (v6)
3DMark: 799 (Wild Life Extreme)"
54;Realme;Realme P3 Pro;https://www.gsmarena.com/realme_p3_pro-13667.php;N/A;N/A;"80W wired, 50% in 24 min
Bypass charging";Si/C Li-Ion 6000 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";Glass front, aluminum alloy frame, plastic back or silicone polymer back (eco leather);163.5 x 77.3 x 8 mm or 8.3 mm;Nano-SIM + Nano-SIM;190 g or 192 g (6.70 oz);5.2, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;N/A;1272 x 2800 pixels (~450 ppi density);6.83 inches, 113.3 cm2 (~89.7% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 600 nits (typ), 1200 nits (HBM), 1500 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, February 18;Available. Released 2025, February 25;"50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS
2 MP, f/2.4, (depth)";Color spectrum sensor, LED flash, HDR, panorama;N/A;N/A;N/A;4K@30fps, 1080p@30/60/120fps, gyro-EIS, OIS;N/A;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;Nebula Glow, Saturn Brown, Galaxy Purple;N/A;About 240 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (1x2.5 GHz Cortex-A720 & 3x2.4 GHz Cortex-A720 & 4x1.8 GHz Cortex-A520);Qualcomm SM7635 Snapdragon 7s Gen 3 (4 nm);Adreno 810;Android 15, Realme UI 6.0;Panorama;"16 MP, f/2.4, 24mm (wide), 1/3.09"", 1.0µm";1080p@30fps, gyro-EIS;N/A;No;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
